Идентификационный ключ инцидента операционного риска,Идентификатор события,Статус события,Признак авторегистрации инцидента,Кем выявлено событие,Название источника,Тип источника инцидента (уровень 1),Тип источника инцидента (уровень 2),Тип события – уровень 1,Тип события – уровень 2,Дата обнаружения (Событие),Дата начала инцидента операционного риска,Дата ввода (Событие),Дата первого подтверждения,Дата последнего подтверждения,Идентификатор профиля риска,Наименование профиля риска,Тип клиента,Количество ошибок,Номер заявки,Номер договора,Идентификатор договора,Предварительное описание,Подробное описание,Идентификатор оргструктуры,Орг. структура – уровень 2 (Терр. структура / Департамент ДЗО),Орг. структура – уровень 3 (Блок / ТБ / ПЦП),Орг. структура – уровень 4 (Дивизион / Департамент),Орг. структура – уровень 5,Орг. структура – уровень 6,Орг. структура – уровень 7,Орг. структура – уровень 8,Орг. структура – уровень 9,Орг. структура – уровень 10,Идентификатор функционального блока,Функциональный блок – уровень 2,Функциональный блок – уровень 3,Функциональный блок – уровень 4,Процесс – уровень 1,Процесс – уровень 2,Процесс – уровень 3,Процесс – уровень 4 (Наименование процесса),Клиентский путь – уровень 4,Идентификационный ключ направления деятельности,Направление деятельности банка,Поднаправление деятельности банка,Связь с ИБ-риском,Связь с риском информационных систем,Связь с поведенческим риском,Связь с модельным риском,Общая сумма всех последствий (руб.),Прямая потеря – итого (руб.),Прямая потеря – с кредитным риском (руб.),Прямая потеря – без кредитного риска (руб.),Косвенная потеря – итого (руб.),Косвенная потеря – с кредитным риском (руб.),Косвенная потеря – без кредитного риска (руб.),Нереализовавшаяся потеря – итого (руб.),Нереализовавшаяся потеря – с кредитным риском (руб.),Нереализовавшаяся потеря – без кредитного риска (руб.),Потеря третьих лиц – итого (руб.),Потеря третьих лиц – с кредитным риском (руб.),Потеря третьих лиц – без кредитного риска (руб.),Прибыль – итого (руб.),Прибыль – с кредитным риском (руб.),Прибыль – без кредитного риска (руб.),Возмещение – итого по инциденту (руб.)
7458596676097786228,EVE-5759808,Утверждён,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-781973,AGR-636883,AGR-SID-310420,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4378,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-705,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-512,Розничные банковские услуги,РКО ФЛ,Y,N,Y,N,,,,,,,,,,,,,,,,,
5267843583890914218,EVE-5521294,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-403847,AGR-781306,AGR-SID-730700,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3826,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-979,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-562,Розничные банковские услуги,РКО ФЛ,N,Y,Y,Y,216640.42,216640.42,,216640.42,,,,,,,,,,,,,46115.3
9663822492715642495,EVE-5915302,Возмещение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-493475,AGR-128256,AGR-SID-249652,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4685,ПАО Сбербанк,Волго-Вятский банк,Отделение,,,,,,,FB-537,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-520,Розничные банковские услуги,РКО ФЛ,N,N,Y,Y,3278593.86,3278593.86,,3278593.86,,,,,,,,,,,,,1108020.81
6395373745930700743,EVE-5006628,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-785212,AGR-243975,AGR-SID-447813,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4364,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-698,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-541,Розничные банковские услуги,РКО ФЛ,N,N,N,N,3430446.78,3430446.78,,3430446.78,,,,,,,,,,,,,676908.25
2536898963758518678,EVE-5254025,Утверждён,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-611847,AGR-511628,AGR-SID-341686,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-1150,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-114,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-201,Розничные банковские услуги,РКО ФЛ,N,Y,Y,Y,3819276.64,3819276.64,,3819276.64,,,,,,,,,,,,,1404848.5
5761931959433207212,EVE-5249150,Утверждение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-749554,AGR-660346,AGR-SID-306271,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3001,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-215,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-142,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,4323221.18,4323221.18,,4323221.18,,,,,,,,,,,,,1584648.14
3017693105764449755,EVE-5368713,Утверждён,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-884282,AGR-470752,AGR-SID-822062,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6610,ПАО Сбербанк,Поволжский банк,Отделение,,,,,,,FB-830,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-340,Розничные банковские услуги,РКО ФЛ,Y,N,N,N,,,,,,,,,,,,,,,,,
8018706019749612840,EVE-5222310,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-312879,AGR-265593,AGR-SID-755883,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3641,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-772,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-129,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,N,,,,,,,,,,,,,,,,,
6101764688431978053,EVE-5010967,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-188534,AGR-727264,AGR-SID-935521,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7037,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-572,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-203,Розничные банковские услуги,РКО ФЛ,N,Y,Y,Y,3749657.48,3749657.48,,3749657.48,,,,,,,,,,,,,1070196.7
2181282650273113732,EVE-5578629,Возмещение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-402754,AGR-831499,AGR-SID-820238,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-8518,ПАО Сбербанк,Северо-Западный банк,Отделение,,,,,,,FB-260,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-104,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,108209.62,108209.62,,108209.62,,,,,,,,,,,,,27409.54
8403245491721788688,EVE-5800698,Исследование,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-764396,AGR-761218,AGR-SID-718601,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9849,ПАО Сбербанк,Северо-Западный банк,Отделение,,,,,,,FB-636,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-822,Розничные банковские услуги,РКО ФЛ,Y,N,N,Y,,,,,,,,,,,,,,,,,
9941163010107942699,EVE-5444185,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-665588,AGR-846443,AGR-SID-632354,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7232,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-458,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-455,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,,,,,,,,,,,,,,,,,
2825505501775008030,EVE-5345080,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-760483,AGR-333491,AGR-SID-446699,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-8621,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-372,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-559,Розничные банковские услуги,РКО ФЛ,N,Y,N,Y,4830760.03,4830760.03,,4830760.03,,,,,,,,,,,,,1078562.75
4393935480275044671,EVE-5366259,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-742189,AGR-141414,AGR-SID-860673,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7742,ПАО Сбербанк,Поволжский банк,Отделение,,,,,,,FB-318,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-784,Розничные банковские услуги,РКО ФЛ,N,N,N,Y,1415967.93,1415967.93,,1415967.93,,,,,,,,,,,,,487073.0
6539793052738806407,EVE-5731397,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-270504,AGR-299551,AGR-SID-693774,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-5730,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-745,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-621,Розничные банковские услуги,РКО ФЛ,Y,Y,N,N,2895609.55,2895609.55,,2895609.55,,,,,,,,,,,,,803798.36
2308497089894037631,EVE-5800320,Утверждение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-982818,AGR-533072,AGR-SID-617253,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-1271,ПАО Сбербанк,Московский банк,Отделение,,,,,,,FB-349,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-152,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,1104837.34,1104837.34,,1104837.34,,,,,,,,,,,,,288401.88
8299008295815348275,EVE-5200740,Возмещение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-621209,AGR-710434,AGR-SID-143779,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-5142,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-950,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-113,Розничные банковские услуги,РКО ФЛ,Y,Y,N,N,2394138.3,2394138.3,,2394138.3,,,,,,,,,,,,,522206.12
4491986013234296160,EVE-5166058,Возмещение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-518028,AGR-893668,AGR-SID-275947,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3152,ПАО Сбербанк,Московский банк,Отделение,,,,,,,FB-530,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-421,Розничные банковские услуги,РКО ФЛ,Y,N,Y,Y,1099656.03,1099656.03,,1099656.03,,,,,,,,,,,,,437829.15
2083561941120921111,EVE-5272991,Исследование,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-829239,AGR-235422,AGR-SID-752411,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4474,ПАО Сбербанк,Волго-Вятский банк,Отделение,,,,,,,FB-931,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-751,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,2287872.24,2287872.24,,2287872.24,,,,,,,,,,,,,361516.79
1569254900366082854,EVE-5516641,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-784841,AGR-843311,AGR-SID-271782,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6032,ПАО Сбербанк,Поволжский банк,Отделение,,,,,,,FB-447,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-537,Розничные банковские услуги,РКО ФЛ,N,N,N,Y,2530830.14,2530830.14,,2530830.14,,,,,,,,,,,,,974476.48
8789885044134395236,EVE-5724582,Закрыт,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-508049,AGR-317278,AGR-SID-891017,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6334,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-508,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-966,Розничные банковские услуги,РКО ФЛ,N,N,N,Y,4731050.8,4731050.8,,4731050.8,,,,,,,,,,,,,1786326.59
3257648585887905992,EVE-5033440,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-898450,AGR-896269,AGR-SID-287483,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-2554,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-551,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-777,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,779818.3,779818.3,,779818.3,,,,,,,,,,,,,310970.22
9232540580547515511,EVE-5450115,Утверждён,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-974879,AGR-653542,AGR-SID-509721,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3413,ПАО Сбербанк,Московский банк,Отделение,,,,,,,FB-151,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-885,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,4833631.8,4833631.8,,4833631.8,,,,,,,,,,,,,1054043.64
7488050788441767952,EVE-5141741,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-526599,AGR-679414,AGR-SID-605949,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7331,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-338,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-672,Розничные банковские услуги,РКО ФЛ,Y,N,N,N,4764893.7,4764893.7,,4764893.7,,,,,,,,,,,,,796464.76
6326766597015171688,EVE-5280242,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-200739,AGR-301738,AGR-SID-186233,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-8995,ПАО Сбербанк,Северо-Западный банк,Отделение,,,,,,,FB-572,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-226,Розничные банковские услуги,РКО ФЛ,N,N,Y,Y,376981.39,376981.39,,376981.39,,,,,,,,,,,,,42471.61
4910770392123323205,EVE-5720870,Утверждён,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-794497,AGR-542661,AGR-SID-331504,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3211,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-800,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-844,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,3518714.08,3518714.08,,3518714.08,,,,,,,,,,,,,412074.18
8470410897019844837,EVE-5100080,Утверждение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-444715,AGR-102166,AGR-SID-900491,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-2615,ПАО Сбербанк,Волго-Вятский банк,Отделение,,,,,,,FB-541,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-343,Розничные банковские услуги,РКО ФЛ,N,N,N,Y,,,,,,,,,,,,,,,,,
6496410870269394449,EVE-5248476,Черновик,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-260445,AGR-389053,AGR-SID-829088,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6689,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-432,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-128,Розничные банковские услуги,РКО ФЛ,N,N,N,Y,,,,,,,,,,,,,,,,,
1656317158718510595,EVE-5817449,Закрыт,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-685662,AGR-328300,AGR-SID-602804,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6783,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-831,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-300,Розничные банковские услуги,РКО ФЛ,N,Y,N,Y,,,,,,,,,,,,,,,,,
3948938432673923205,EVE-5093159,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-910354,AGR-464376,AGR-SID-535378,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-1866,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-296,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-653,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,,,,,,,,,,,,,,,,,
1402081590983455643,EVE-5556401,Черновик,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-558370,AGR-776886,AGR-SID-829978,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-2802,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-195,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-537,Розничные банковские услуги,РКО ФЛ,N,Y,Y,N,4035570.98,4035570.98,,4035570.98,,,,,,,,,,,,,887725.83
9206835735308970793,EVE-5777804,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-301574,AGR-901541,AGR-SID-394204,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-8237,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-107,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-243,Розничные банковские услуги,РКО ФЛ,N,N,N,N,471819.64,471819.64,,471819.64,,,,,,,,,,,,,178743.87
8941679225060984228,EVE-5456078,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-425494,AGR-888471,AGR-SID-713318,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-5813,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-544,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-985,Розничные банковские услуги,РКО ФЛ,N,Y,Y,N,2850826.79,2850826.79,,2850826.79,,,,,,,,,,,,,833646.97
5703556510829922201,EVE-5829995,Утверждён,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-280534,AGR-518228,AGR-SID-581156,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9627,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-465,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-815,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,343272.73,343272.73,,343272.73,,,,,,,,,,,,,97590.08
8610281716428398555,EVE-5857423,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-314391,AGR-432182,AGR-SID-710772,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3429,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-179,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-421,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,1195279.72,1195279.72,,1195279.72,,,,,,,,,,,,,356902.31
